Start Time,End Time,EN,HI,Highlight,Comments,Speaker,Interview
"00:23:18,440","00:23:22,967",You will find bacteria in it but bacteria are still not found in the water of Ganga.,उसमें आपको बैक्टीरिया मिल जाएगा लेकिन गंगा के जल में अभी भी बैक्टीरिया नहीं मिलता है,,,kashi baba,kashi baba
"00:23:24,636","00:23:31,506","Even now, bacteria are not found in the water of Ganga, but if you see it with your mind's eye, it is polluted.",अभी भी गंगा के जल में बैक्टीरिया नहीं मिलता है लेकिन ये है कि मन की आँखों से देखेंगे तो प्रदूषित है,,,kashi baba,kashi baba
"00:23:32,932","00:23:40,146","Look with the eyes here, open your third eye, then you will understand whether Ganga is there.","यहाँ की आँखों से देखो न, त्रिनेत्र खोलो, तब समझ में आएगा कि गंगा है क्या",,,kashi baba,kashi baba
"00:23:42,646","00:23:47,126",People are cleaning the filth of the world in the Ganga.,लोग दुनिया की गन्दगी तो गंगा में साफ़ कर रहे हैं,,,kashi baba,kashi baba
"00:23:50,725","00:23:56,819",The filth of the world is being cleaned in the Ganga and who is born to pollute the Ganga?,दुनिया की गंदगी तो गंगा में साफ़ हो  रही है और गंगा को गन्दा करने वाला कौन पैदा हो गया,,,kashi baba,kashi baba
"00:23:56,919","00:24:11,676","Interviewer: Baba, just one last question, if you want to give any message to people about how to live, or want to say something about Hindu religion because the whole world will listen to you, then you have to give any message about how to  Live by or do something?","interviewer:बाबा बस एक आखिरी सवाल कि आपके पास से अगर लोगों को कोई मेसेज देना चाहते हो कि किस तरीके से जिए, या हिन्दू धर्म के बारे में कुछ बोलना चाहते हो क्योंकि आपको पूरी दुनिया सुनेगी तो आपको कोई भी मेसेज देना हो कि किस तरीके से जिए या कुछ करें ?",,,kashi baba,kashi baba
"00:24:12,248","00:24:21,142","baba: Keep your karma pure, you will always be happy, live anywhere in the world and if it is pure","baba:अपना कर्म शुद्ध रखें,हमेशा मस्त रहेंगे , पूरे विश्व में कहीं भी रहेंगे और अगर ये शुद्ध है",,,kashi baba,kashi baba
"00:24:22,828","00:24:30,401","So there will development and only development everywhere, and if it is dirty you will not find clean anywhere","तो हर जगह विकास ही विकास है, और अगर ये गन्दा है तो आपको कहीं भी स्वच्छ नहीं मिलेगा",,,kashi baba,kashi baba
"00:24:32,036","00:24:33,276",it is my opinion,ये मेरा विचार है,,,kashi baba,kashi baba
"00:24:33,750","00:24:44,430","Live in Manikarnika Mahashamshan, Burning for Learning Cremation for Education, here people come to learn a life of education, because this is a spiritual place only one in the world","मणिकर्णिका महाशमशान में रहते हैं, बर्निंग फॉर फॉर लर्निंग क्रीमेशन फॉर एजुकेशन, here people come to learn a life of education, because this is a spiritual place only one in the world",,,kashi baba,kashi baba
"00:24:44,617","00:24:47,151","for the Hindu religion, to burn and to die here","for the Hindu religion, to burn and to die here",,,kashi baba,kashi baba
"00:24:50,557","00:25:01,107","So when people come here after death they forget all the attachment, all the illusion all the materials, they look for reality needs to get into spirituality of this place","So when people come here after death they forget all the attachment, all the illusion all the materials, they look for reality needs to get into spirituality of this place",,,kashi baba,kashi baba
"00:25:01,132","00:25:09,875","when people do meditation here, they know what does it mean by they will get it, what they want. Har Har Mahadev","when people do meditation here, they know what does it mean by they will get it, what they want. Har Har Mahadev",,,kashi baba,kashi baba
