,Start Time,End Time,EN,ES,Highlight,Comments,Interview
7764,00:14:48:07,00:14:51:11,"and the Wayúu people,","y la gente wayúu,",,,weildler outside
7765,00:14:52:19,00:14:55:01,"That betrayal, how do you see it","esa traición, ¿Cómo lo ves",,,weildler outside
7766,00:14:55:01,00:14:57:03,Interviewer] in the future? How are we doing?,"Entrevistador] en el futuro?, ¿Cómo vamos?",,,weildler outside
7767,00:14:57:03,00:14:58:22,I think that the Wayúu have known,Yo pienso que los wayúu han sabido,,,weildler outside
7768,00:14:58:22,00:15:02:08,"respond to many changes since the 15th century,","responder a muchos cambios desde el siglo XV,",,,weildler outside
7769,00:15:02:20,00:15:05:19,when they encountered Europeans.,cuando entraron en contacto con los europeos.,,,weildler outside
7770,00:15:05:23,00:15:08:14,"In the XVI, XVII,","En el XVI, XVII,",,,weildler outside
7771,00:15:08:14,00:15:11:06,"They acquired the cattle, the firearms,","adquirieron el ganado, las armas de fuego,",,,weildler outside
7772,00:15:11:06,00:15:13:07,"The horse,","el caballo,",,,weildler outside
7773,00:15:13:07,00:15:15:23,"came into conflictive or harmonious contact,","entraron en contacto conflictivo o armonioso,",,,weildler outside
7774,00:15:15:23,00:15:18:22,"sometimes with Europeans, with Africans,","a veces con los europeos, con los africanos,",,,weildler outside
7775,00:15:18:23,00:15:21:13,and they have given an answer over time,y han dado una respuesta a lo largo del tiempo,,,weildler outside
7776,00:15:21:13,00:15:22:06,to survive.,para sobrevivir.,,,weildler outside
7777,00:15:23:08,00:15:25:00,"Every era,","Cada época,",,,weildler outside
7778,00:15:25:00,00:15:28:00,"Every century, every decade, brings challenges to the Wayuú.","Cada siglo, cada década, les trae unos retos a los wayú.",,,weildler outside
7779,00:15:28:16,00:15:31:13,Now they have others that are typical of this era.,Ahora tienen otros que son propios de esta época.,,,weildler outside
7780,00:15:31:13,00:15:34:02,"So far they have been able to respond to that,","Hasta ahora han sabido responder a eso,",,,weildler outside
7781,00:15:34:02,00:15:38:01,"sometimes paying a very high cost in human lives,","a veces pagando un costo muy alto en vidas humanas,",,,weildler outside
7782,00:15:38:11,00:15:41:02,"in poverty, in loss of autonomy.","en pobreza, en pérdida de autonomía.",,,weildler outside
7783,00:15:41:02,00:15:44:11,I trust that the Wayúu will remain over time.,Confío en que los wayúu permanezcan en el tiempo.,,,weildler outside
7784,00:15:45:02,00:15:47:11,There is a more complex universe,Hay un universo más complejo,,,weildler outside
7785,00:15:47:11,00:15:50:10,than that of their elders.,que el de sus mayores.,,,weildler outside
7786,00:16:09:03,00:16:12:02,"Yes, well,","Sí, bueno,",,,weildler outside
7787,00:16:14:05,00:16:15:12,tell me again.,cuéntame de nuevo.,,,weildler outside
7788,00:16:15:12,00:16:18:12,What river is this?,¿Este cual río es?,,,weildler outside
7789,00:16:18:12,00:16:21:09,"Ranchería River.This river is called Ranchería River,","Río Ranchería.Este río se llama río Ranchería,",,,weildler outside
7790,00:16:21:09,00:16:24:09,It is the most important river in La Güajira.,Es el río más importante de La Guajira.,,,weildler outside
7791,00:16:25:13,00:16:26:05,and that's why,¿y por eso,,,weildler outside
7792,00:16:26:05,00:16:29:02,is it called Riohacha?,¿se llama Riohacha?,,,weildler outside
7793,00:16:29:02,00:16:32:11,"Yes, Riohacha is due to this river.","Sí, Riohacha se debe a este río.",,,weildler outside
7794,00:16:33:02,00:16:33:10,Ok.,Ok.,,,weildler outside
7795,00:16:35:04,00:16:35:10,"Well,","Bueno,",,,weildler outside
7796,00:16:35:10,00:16:38:10,"Can you tell me a little about,","Usted me puede contar un poco de,",,,weildler outside
7797,00:16:39:01,00:16:43:04,an intimate relationship of,una relación íntima,,,weildler outside
7798,00:16:43:16,00:16:49:00,yours with that place or with that river or the sea or the wind,suya de ese lugar o con ese río o el mar o el viento,,,weildler outside
7799,00:16:49:00,00:16:51:07,"here?
Yeah.","aquí?
Sí.",,,weildler outside
7800,00:16:51:07,00:16:53:05,"Well, our childhood passed here.","Bueno, la infancia nuestra pasó aquí.",,,weildler outside
7801,00:16:53:05,00:16:54:13,There in,Allá en,,,weildler outside
7802,00:16:54:13,00:16:57:13,"That’s the school and the river and the sea,","es el colegio y el río y el mar,",,,weildler outside
7803,00:16:58:18,00:17:00:23,"that at that time when I was a child,","que en esa época cuando era niño,",,,weildler outside
7804,00:17:00:23,00:17:03:12,There only was had indigenous canoes.,solo tenía canoas indígenas.,,,weildler outside
7805,00:17:03:12,00:17:05:22,It's what you saw from the windows,Es lo que uno veía desde las ventanas,,,weildler outside
7806,00:17:05:22,00:17:08:16,wayúu fishermen crossing the sea,a lo wayúu pescadores surcando el mar,,,weildler outside
7807,00:17:08:16,00:17:11:06,"with small engines, engines","con motores pequeños, motores",,,weildler outside
7808,00:17:11:06,00:17:14:06,"very simple, very simple or sailing.","muy simples, muy sencillos o a vela.",,,weildler outside
7809,00:17:14:19,00:17:15:05,"And well,","Y bueno,",,,weildler outside
7810,00:17:15:05,00:17:15:17,this river,este río,,,weildler outside
7811,00:17:15:17,00:17:18:17,marks the life of the city just like the Caribbean.,marca la vida de la ciudad igual que el Caribe.,,,weildler outside
7812,00:17:20:03,00:17:21:11,The sea is very important,El mar es muy importante,,,weildler outside
7813,00:17:21:11,00:17:24:11,in the Wayúu world.,en el mundo wayúu.,,,weildler outside
7814,00:17:24:22,00:17:27:22,Apalanchi means one who lives by the sea.,el Apalanchi quiere decir el que vive a orillas del mar.,,,weildler outside
7815,00:17:28:13,00:17:32:18,"But Apalaanchi that is also used,","Pero aapa alanchi que también se utiliza ese término,",,,weildler outside
7816,00:17:32:18,00:17:36:08,"It means the one who has his heart turned towards the sea,","quiere decir el que tiene su corazón volcado hacia el mar,",,,weildler outside
7817,00:17:36:21,00:17:39:21,"like the Wayúu fishermen, whose world","como los pescadores wayúu, cuyo mundo",,,weildler outside
7818,00:17:39:21,00:17:42:20,is the sea and whose territory is the sea,es el mar y cuyo territorio es el mar,,,weildler outside
7819,00:17:43:02,00:17:46:21,"and its relationship is with marine beings, turtles, groupers,","y su relación es con los seres marinos, tortugas, meros,",,,weildler outside
7820,00:17:47:18,00:17:50:18,"sharks, barracudas,","tiburones, barracudas,",,,weildler outside
7821,00:17:51:08,00:17:54:17,"clams, oysters, shrimp.","almejas,ostras, camarones.",,,weildler outside
7822,00:17:55:08,00:17:57:10,"All that series of beings,","Todo esa serie de seres,",,,weildler outside
7823,00:17:57:10,00:18:01:03,each of whom have a different personality.,cada uno de los cuales tienen una personalidad distinta.,,,weildler outside
7824,00:18:02:08,00:18:03:03,When the Wayuú,Cuando los wayú,,,weildler outside
7825,00:18:03:03,00:18:07:06,"Find fish cardumen that are marching,","encuentran un cardumen de peces que van marchando,",,,weildler outside
7826,00:18:08:04,00:18:10:23,"The Wayuú call it veloriantes (mourners),","los wayú lo llaman veloriantes,",,,weildler outside
7827,00:18:10:23,00:18:13:23,"because they march together,","porque marchan en conjunto,",,,weildler outside
7828,00:18:13:23,00:18:16:23,Just as the human wayúu go to funerals,como los wayúu humanos van a los velorios,,,weildler outside
7829,00:18:17:00,00:18:20:04,"In multitude, they too march across the sea,","en multitud, ellos también marchan por el mar,",,,weildler outside
7830,00:18:20:04,00:18:22:01,in that multitude as well.,en esa multitud.,,,weildler outside
7831,00:18:22:01,00:18:25:01,"And there are fixed fish that have houses,","Y hay peces fijos que tienen casas,",,,weildler outside
7832,00:18:25:16,00:18:26:11,Fish such as the,peces como el,,,weildler outside
7833,00:18:26:11,00:18:27:21,grouper who live in,mero que viven en,,,weildler outside
7834,00:18:27:21,00:18:30:21,"reefs, near corals, in stony areas","arrecifes, cerca a corales, en zonas pedregosas",,,weildler outside
7835,00:18:31:13,00:18:36:06,"and there are other fish that are walkers that do not have houses,","y hay otros peces que son paseadores que no tienen casas,",,,weildler outside
7836,00:18:36:06,00:18:39:20,They are wanderers of the sea. One of those fish is the shark,son vagabundos del mar y uno de esos peces es el tiburón,,,weildler outside
7837,00:18:40:11,00:18:42:00,that wanders through the sea.,que vaga por el mar.,,,weildler outside
7838,00:18:42:00,00:18:45:18,"But others, like horse mackerel, also roam the sea.","Pero otros, como los jureles, también vagan por el mar.",,,weildler outside
7839,00:18:46:09,00:18:49:19,"There are others like locusts, like certain","Hay otros como las langostas, como ciertos",,,weildler outside
7840,00:18:49:19,00:18:53:03,scorpion fish that live in areas,peces escorpión que viven en zonas,,,weildler outside
7841,00:18:53:14,00:18:56:14,"fixed, which are called beings with a house in the sea,","fijas, que se llaman seres con casa en el mar,",,,weildler outside
7842,00:18:56:20,00:18:58:14,that they have a place to live.,que tienen un lugar donde vivir.,,,weildler outside
7843,00:18:58:14,00:19:00:09,That is.,Eso es.,,,weildler outside
7844,00:19:00:09,00:19:03:02,Everything has a similar name.,Todo tiene parecido un nombre.,,,weildler outside
7845,00:19:03:02,00:19:06:11,"They are metaphors, a social metaphor.","Son metáforas, una metáfora social.",,,weildler outside
7846,00:19:06:22,00:19:09:09,"That's right, that's right. And","Así es, así es. Y",,,weildler outside
7847,00:19:10:12,00:19:11:20,is there something between the water,¿hay algo entre el agua,,,weildler outside
7848,00:19:11:20,00:19:15:08,"fresh and salt water?
The estuary.","dulce y agua salada?
El encuentro.",,,weildler outside
7849,00:19:15:15,00:19:17:05,The estuary that takes place,El encuentro que se da,,,weildler outside
7850,00:19:17:05,00:19:20:23,"in a river mouth, in the estuary, in the Ranchería delta,","en una boca, en el estuario, en el delta del ranchería,",,,weildler outside
7851,00:19:21:11,00:19:23:12,"where there’s fresh water and salty water,",siempre donde hay agua dulce y agua,,,weildler outside
7852,00:19:23:12,00:19:27:03,there are coastal lagoons and there are a series of beings.,"salada, hay lagunas litorales y hay una serie de seres.",,,weildler outside
7853,00:19:28:08,00:19:31:02,"They find shrimp in those lagoons,","Encuentran camarones en esas lagunas,",,,weildler outside
7854,00:19:31:02,00:19:32:22,"certain fish like the lebranche,","ciertos peces como el  como el lebranche,",,,weildler outside
7855,00:19:32:22,00:19:36:13,"The Liza, which are costume fish and the Wayúu know it","La Liza, que son peces vestuario y los wayúu lo conocen",,,weildler outside
7856,00:19:36:13,00:19:39:13,and they collect it and have lived for centuries,y lo recolectan y han vivido durante siglos,,,weildler outside
7857,00:19:40:02,00:19:42:23,"Out of those resources, of their knowledge of the periods","de esos recursos, de saber la época",,,weildler outside
7858,00:19:42:23,00:19:46:10,"in which they arise, in which they are abundant and so","en que surgen, en que son abundantes para",,,weildler outside
7859,00:19:47:05,00:19:47:20,They’re part of,que sean parte,,,weildler outside
7860,00:19:47:20,00:19:50:20,"their economic calendar, of their social life.","de su calendario económico, de su vida social.",,,weildler outside
7861,00:19:51:15,00:19:55:01,"And this wind is so strong, right?","¿Y este viento es tan fuerte,no?",,,weildler outside
7862,00:19:55:01,00:19:58:00,This wind is northeast.,Este viento es el nordeste.,,,weildler outside
7863,00:19:58:07,00:19:59:17,this wind,Este viento,,,weildler outside
7864,00:19:59:17,00:20:04:00,He is a loving father who softens the temperature of the water.,es un padre amoroso que suaviza la temperatura del agua.,,,weildler outside
7865,00:20:04:00,00:20:06:01,"It's called Jepírachi,","Se llama jepiraichi,",,,weildler outside
7866,00:20:06:01,00:20:06:18,It's a wind,Es un viento,,,weildler outside
7867,00:20:06:18,00:20:10:04,northeast trade and always comes in that direction.,alisio del nordeste y siempre viene en esa dirección.,,,weildler outside
7868,00:20:10:04,00:20:13:04,It is the predominant wind of the Wayuú,Es el viento predominante de los wayú,,,weildler outside
7869,00:20:13:09,00:20:14:01,and it is a wind,y es un viento,,,weildler outside
7870,00:20:14:01,00:20:17:00,which has a different character from other winds.,que tiene un carácter distinto a los demás vientos.,,,weildler outside
7871,00:20:17:03,00:20:19:03,"The Wayuú distinguish the wind from the north,","Los wayú distinguen al viento del norte,",,,weildler outside
7872,00:20:20:03,00:20:22:01,"to this northeast wind,","a este viento del nordeste,",,,weildler outside
7873,00:20:22:01,00:20:23:12,to a false wind,a un viento falso,,,weildler outside
7874,00:20:23:12,00:20:25:03,what passes for this wind,que se hace pasar por este viento,,,weildler outside
7875,00:20:25:03,00:20:27:02,to deceive the fishermen.,para engañar a los pescadores.,,,weildler outside
7876,00:20:27:02,00:20:31:10,"Jo'utai a wind that comes from the east and brings hunger,","Jo´utai un viento que viene del este que trae el hambre,",,,weildler outside
7877,00:20:31:10,00:20:35:05,"Drought, is an evil wind. Aruleeshi is another wind,","la sequía, es un viento malo. Aruleeshi

es otro viento,",,,weildler outside
7878,00:20:35:19,00:20:39:02,There is the road’s wind from and there are other winds.,está el viento del camino y hay otros vientos.,,,weildler outside
7879,00:20:39:02,00:20:40:15,"Every wind has a character,","Cada viento tiene un carácter,",,,weildler outside
